dbn,address,school_name,school_type,enrollment,survey_pp_RI,survey_pp_CT,survey_pp_SE,survey_pp_ES,survey_pp_SF,survey_pp_TR,gender_female_pct,gender_male_pct,asian,black,hispanic,native,pacific,white,attendance,val_chronic_absent_hs_allgf,val_chronic_absent_hs_allgm,Graduation,val_pct_cer_6mo_allgf,val_pct_cer_6mo_allgm,val_pct_cer_6mo_coll_2yr_all,val_pct_cer_6mo_coll_4yr_all,val_pct_cer_6mo_coll_oost_all,val_pct_cer_6mo_coll_priv_all,val_pct_cer_6mo_coll_publ_all,val_pct_cer_6mo_other_all,CollegeSat,APScoreQualified,val_pct_cpci_other_college_all,satMath,satWrt
01M292," 220 Henry St, New York, NY 10002",Orchard Collegiate Academy,High School,296,0.76,0.84,0.83,0.89,0.91,0.91,0.483,0.517,0.091,0.253,0.588,0.02,0.01,0.014,0.807,0.524,0.351,0.938,0.688,0.667,0.097,0.194,0.032,0.129,0.226,0,0.092,0.054,0.031,431,448
01M448," 200 Monroe St, New York, NY 10002",University Neighborhood High School,High School,570,0.82,0.95,0.92,0.97,0.86,0.95,0.533,0.467,0.318,0.181,0.44,0.009,0.002,0.046,0.86,0.636,0.599,0.985,0.873,0.726,0.203,0.305,0.055,0.094,0.133,0,0.388,0.362,0.619,497,469
01M450,"420 E 12th St, New York, NY 10009",East Side Community School,High School,377,0.85,0.91,0.91,0.95,0.96,0.97,0.507,0.493,0.077,0.154,0.568,0.008,0.016,0.17,0.975,0.948,0.957,0.924,0.83,0.872,0.191,0.213,0.064,0.149,0.213,0,0.354,0.247,0.215,496,502
01M539,"111 Columbia St, New York, NY 10002","New Explorations into Science, Technology and Math",High School,664,0.78,0.86,0.8,0.88,0.94,0.92,0.514,0.486,0.271,0.093,0.181,0.006,0.002,0.413,0.947,0.903,0.849,0.985,0.932,0.845,0.038,0.184,0.348,0.234,0.082,0,0.774,0.816,0.165,624,617
01M696,"525 E Houston St, New York, NY 10002",Bard High School Early College,High School,636,0.85,0.8,0.83,0.84,0.89,0.9,0.56,0.44,0.236,0.132,0.195,0.003,0.003,0.393,0.942,0.826,0.771,0.95,0.954,0.944,0,0.252,0.244,0.211,0.106,0.138,0.882,0.006,0.994,643,643
02M047,"223 E 23rd St, New York, NY 10010",47 The American Sign Language and English Secondar,High School,222,0.69,0.78,0.82,0.78,0.89,0.87,0.685,0.315,0.014,0.23,0.716,0.009,0.005,0.023,0.812,0.523,0.239,0.967,0.763,No Data,0.306,0.061,0.082,0,0.265,0,0.129,0.177,0.194,452,444
02M135,"411 Pearl St, New York, NY 10038",The Urban Assembly School for Emergency Management,High School,272,0.75,0.87,0.83,0.85,0.92,0.9,0.563,0.438,0.048,0.294,0.599,0.011,0.007,0.026,0.862,0.69,0.58,0.909,0.793,0.371,0.234,0.109,0,0.156,0.063,0,0.127,0.245,0.327,451,468
02M139,"439 W 49th St, New York, NY 10019",Stephen T. Mather Building Arts & Craftsmanship Hi,High School,406,0.74,0.84,0.86,0.84,0.93,0.93,0.379,0.621,0.032,0.249,0.623,0.022,0.01,0.042,0.764,0.464,0.301,0.876,0.649,0.517,0.32,0.155,0,0.01,0.072,0,0.105,0.267,0.01,429,452
02M260,"10 E 15th St, New York, NY 10003",The Clinton School,High School,505,0.82,0.9,0.83,0.88,0.91,0.93,0.661,0.339,0.101,0.046,0.131,0.006,0,0.638,0.93,0.823,0.751,0.976,0.833,0.781,0.051,0.153,0.316,0.184,0.112,0,0.669,0.012,0,586,607
02M280,"411 Pearl St, New York, NY 10038",Manhattan Early College School for Advertising,High School,460,0.87,1,0.98,0.98,0.88,0.97,0.504,0.496,0.1,0.326,0.487,0.011,0.007,0.043,0.812,0.481,0.52,0.921,0.66,0.417,0.09,0.292,0.034,0.045,0.101,0,0.18,0.245,0.81,462,476
02M282,"411 Pearl St, New York, NY 10038",Urban Assembly Maker Academy,High School,484,0.84,0.89,0.89,0.93,0.91,0.93,0.306,0.694,0.083,0.302,0.473,0.006,0.004,0.103,0.813,0.493,0.428,0.943,0.852,0.758,0.161,0.097,0.065,0.183,0.237,0,0.181,0.171,0.095,444,459
02M288,"525 W 50th St, New York, NY 10019",Food and Finance High School,High School,417,0.69,0.74,0.76,0.82,0.91,0.87,0.564,0.436,0.05,0.324,0.564,0.005,0.002,0.036,0.818,0.655,0.492,0.815,0.787,0.366,0.193,0.102,0.068,0.148,0.08,0,0.111,0.117,0.037,427,434
02M294,"350 Grand St, New York, NY 10002",Essex Street Academy,High School,370,0.85,0.95,0.89,0.92,0.94,0.96,0.576,0.424,0.078,0.27,0.432,0.008,0.003,0.159,0.846,0.551,0.563,0.978,0.649,0.633,0.239,0.119,0.134,0.075,0.075,0,0.063,0,0.032,428,456
02M296," 525 W 50th St, New York, NY 10019",High School of Hospitality Management,High School,322,No Data,No Data,No Data,0.97,0.82,0.92,0.674,0.326,0.053,0.224,0.693,0.012,0.006,0.009,0.702,0.293,0.206,0.802,0.66,0.455,0.372,0.116,0.012,0.023,0.058,0,0.034,0.213,0.023,426,420
02M298,"100 Hester St, New York, NY 10002",Pace High School,High School,595,0.75,0.77,0.82,0.8,0.88,0.88,0.555,0.445,0.074,0.321,0.516,0.015,0.01,0.054,0.744,0.424,0.383,0.752,0.727,0.782,0.136,0.189,0.129,0.152,0.129,0,0.2,0.257,0.2,462,463
02M300,"525 W 50th St, New York, NY 10019","Urban Assembly School of Design and Construction,",High School,257,0.75,0.91,0.89,0.92,0.92,0.98,0.296,0.704,0.054,0.202,0.693,0,0.004,0.039,0.843,0.675,0.5,0.842,0.5,0.425,0.071,0.143,0.029,0.071,0.114,0,0.175,0.298,0.105,450,442
02M303,"525 W 50th St, New York, NY 10019","Facing History School, The",High School,331,0.78,0.97,0.85,0.98,0.94,0.98,0.492,0.508,0.015,0.269,0.64,0.006,0,0.039,0.812,0.512,0.373,0.818,0.66,0.524,0.195,0.124,0.08,0.018,0.168,0,0.015,0.144,0.167,412,438
02M305,"r 350 Grand St, New York, NY 10002","Urban Assembly Academy of Government and Law, The",High School,349,0.71,0.85,0.82,0.88,0.89,0.94,0.59,0.41,0.072,0.364,0.513,0.011,0.003,0.029,0.876,0.573,0.525,0.883,0.735,0.613,0.277,0.2,0.077,0.108,0.015,0,0.117,0.35,0.083,436,449
02M308,"350 Grand St, New York, NY 10002",Lower Manhattan Arts Academy,High School,346,0.67,0.59,0.74,0.6,0.73,0.67,0.624,0.376,0.081,0.301,0.578,0.012,0,0.029,0.859,0.526,0.469,0.803,0.765,0.45,0.324,0.113,0.056,0.099,0.085,0,0.026,0.053,0,399,423
02M316,"26 Broadway, New York, NY 10004","Urban Assembly School of Business for Young Women,",High School,147,0.71,0.88,0.83,0.9,0.85,0.89,1,0,0.061,0.367,0.469,0.014,0.007,0.048,0.697,0.324,0,0.743,0.571,No Data,0.102,0.102,0.041,0.245,0.082,0,0.029,0.114,0,408,431
02M374," 40 Irving Pl, New York, NY 10003",Gramercy Arts High School,High School,483,0.73,0.68,0.79,0.7,0.83,0.82,0.675,0.325,0.06,0.317,0.52,0.006,0,0.062,0.923,0.798,0.788,0.965,0.822,0.676,0.273,0.218,0.082,0.127,0.064,0,0.163,0.279,0.07,440,490
02M376,"131 6th Ave, New York, NY 10013",NYC iSchool,High School,489,0.83,0.91,0.89,0.94,0.92,0.95,0.581,0.419,0.084,0.123,0.258,0.012,0,0.448,0.924,0.84,0.741,1,0.982,0.935,0.02,0.147,0.412,0.235,0.147,0,0.664,0.586,0.121,594,610
02M392,"351 W 18th St, New York, NY 10011",Manhattan Business Academy,High School,404,0.76,0.92,0.84,0.9,0.9,0.89,0.421,0.579,0.045,0.228,0.668,0.007,0,0.042,0.866,0.682,0.652,0.932,0.78,0.627,0.208,0.119,0.069,0.198,0.109,0,0.097,0.17,0.262,441,449
02M393,"439 W 49th St, New York, NY 10019",Business Of Sports School,High School,447,0.71,0.86,0.79,0.89,0.89,0.89,0.324,0.676,0.004,0.347,0.613,0.009,0,0.02,0.79,0.503,0.508,0.866,0.659,0.623,0.216,0.049,0.049,0.098,0.225,0,0.041,0.117,0.041,415,418
02M399,"40 Irving Pl, New York, NY 10003",The High School For Language And Diplomacy,High School,239,0.6,0.48,0.76,0.46,0.89,0.74,0.527,0.473,0.13,0.209,0.569,0.004,0.004,0.063,0.732,0.457,0.339,0.8,0.559,0.529,0.118,0.265,0.029,0.074,0.059,0,0.089,0.089,0.022,443,446
02M400,"444 W 56th St, New York, NY 10019",High School for Environmental Studies,High School,1185,0.77,0.9,0.84,0.89,0.9,0.91,0.53,0.47,0.117,0.132,0.619,0.009,0.003,0.094,0.898,0.794,0.728,0.933,0.842,0.693,0.227,0.259,0.085,0.085,0.105,0,0.326,0.361,0.354,484,476
02M407,"345 E 15th St, New York, NY 10003",Institute for Collaborative Education,High School,286,0.82,0.71,0.9,0.82,0.87,0.88,0.49,0.51,0.052,0.227,0.22,0.003,0,0.455,0.936,0.856,0.782,0.971,0.679,0.703,0.062,0.031,0.215,0.246,0.138,0,0.314,0.021,0.457,489,542
02M408,"328 W 48th St, New York, NY 10036",Professional Performing Arts High School,High School,472,0.81,0.86,0.81,0.86,0.9,0.89,0.72,0.28,0.059,0.199,0.227,0.008,0.006,0.426,0.961,0.901,0.846,0.99,0.78,0.32,0.078,0.052,0.19,0.216,0.147,0,0.448,0.385,0.021,525,546
02M416,"411 E 76th St, New York, NY 10021",Eleanor Roosevelt High School,High School,546,0.86,0.9,0.83,0.92,0.9,0.91,0.588,0.412,0.161,0.022,0.068,0.018,0.004,0.65,0.957,0.941,0.858,1,0.914,0.887,0.007,0.112,0.485,0.142,0.157,0,0.88,0.955,0.06,690,658
02M411,"55 E 25th St, New York, NY 10010",Baruch College Campus High School,High School,492,0.8,0.9,0.84,0.85,0.88,0.89,0.553,0.447,0.307,0.03,0.124,0.004,0,0.459,0.961,0.912,0.927,0.992,0.948,0.872,0,0.284,0.276,0.172,0.181,0,0.724,0.787,0.26,593,573
02M412,"333 W 17th St, New York, NY 10011",N.Y.C. Lab School for Collaborative Studies,High School,483,0.79,0.84,0.85,0.88,0.93,0.91,0.476,0.524,0.222,0.021,0.112,0.002,0.004,0.557,0.964,0.918,0.913,0.972,0.852,0.701,0.016,0.148,0.359,0.117,0.133,0,0.704,0.648,0.083,646,596
02M413,"127 E 22nd St, New York, NY 10010",School of the Future High School,High School,441,0.82,0.89,0.83,0.89,0.91,0.91,0.512,0.488,0.186,0.118,0.229,0.005,0.002,0.376,0.919,0.802,0.724,0.97,0.923,0.87,0.17,0.33,0.179,0.094,0.123,0,0.455,0.337,0.158,519,545
02M414,"333 W 17th St, New York, NY 10011",N.Y.C. Museum School,High School,443,0.74,0.78,0.76,0.8,0.86,0.88,0.499,0.501,0.201,0.122,0.248,0.011,0.005,0.35,0.949,0.878,0.869,0.971,0.958,0.814,0.053,0.439,0.14,0.167,0.105,0,0.714,0.738,0.067,561,553
02M418,"75 Broad St 13th floor, New York, NY 10004",Millennium High School,High School,698,0.8,0.81,0.84,0.83,0.84,0.89,0.554,0.446,0.543,0.02,0.123,0.003,0.003,0.255,0.976,0.949,0.958,0.994,0.881,0.79,0.049,0.209,0.276,0.11,0.202,0,0.924,0.63,0.291,651,610
02M419,"351 W 18th St, New York, NY 10011",Landmark High School,High School,368,0.74,0.93,0.85,0.93,0.93,0.96,0.541,0.459,0.027,0.261,0.622,0.014,0.003,0.054,0.698,0.239,0.088,0.849,0.651,0.357,0.118,0.047,0.071,0.188,0.082,0,0.041,0.247,0.699,406,425
02M420,"345 E 15th St, New York, NY 10003",High School for Health Professions and Human Servi,High School,1780,0.77,0.86,0.8,0.85,0.8,0.88,0.724,0.276,0.212,0.142,0.531,0.01,0.009,0.081,0.803,0.568,0.499,0.962,0.903,0.718,0.193,0.338,0.054,0.138,0.125,0,0.452,0.59,0.722,511,496
03M417,"145 W 84th St, New York, NY 10024",Frank McCourt High School,High School,406,0.84,0.88,0.88,0.9,0.92,0.95,0.532,0.468,0.047,0.103,0.409,0.012,0.002,0.362,0.913,0.749,0.745,0.971,0.852,0.778,0.101,0.141,0.101,0.162,0.313,0,0.34,0.049,0.33,493,500
02M422,"351 W 18th St, New York, NY 10011",Quest to Learn,High School,377,0.7,0.73,0.78,0.69,0.9,0.83,0.395,0.605,0.117,0.265,0.414,0.003,0.003,0.167,0.861,0.603,0.634,0.831,0.615,0.404,0.244,0.09,0.026,0.026,0.09,0,0.145,0.259,0.012,469,475
02M425,"90 Trinity Pl, New York, NY 10006",Leadership and Public Service High School,High School,298,0.78,0.84,0.85,0.81,0.93,0.9,0.577,0.423,0.074,0.221,0.614,0.01,0.007,0.044,0.906,0.802,0.73,0.88,0.869,0.65,0.231,0.19,0.05,0.091,0.198,0,0.141,0.25,0.413,440,439
02M427,"111 E 33rd St, New York, NY 10016",Manhattan Academy For Arts & Language,High School,188,0.83,0.99,0.93,0.98,0.92,0.96,0.516,0.484,0.011,0.021,0.936,0,0,0.021,0.836,0.66,0.527,0.661,0.5,0.567,0.385,0.077,0.019,0.019,0.038,0,0.016,0.298,0.032,401,409
02M432,"111 E 33rd St, New York, NY 10016",Murray Hill Academy,High School,266,0.84,0.96,0.89,0.91,0.85,0.94,0.511,0.489,0.094,0.248,0.496,0.015,0.011,0.105,0.819,0.578,0.458,0.84,0.725,0.476,0.293,0.171,0.024,0.037,0.073,0,0.08,0.213,0.12,437,437
02M437,"351 W 18th St, New York, NY 10011",Hudson High School of Learning Technologies,High School,367,0.71,0.78,0.84,0.84,0.86,0.85,0.322,0.678,0.063,0.262,0.627,0.005,0.005,0.027,0.826,0.569,0.516,0.872,0.789,0.548,0.261,0.18,0.027,0.045,0.108,0,0.083,0.271,0.028,424,427
02M438,"40 Irving Pl, New York, NY 10003",International High School at Union Square,High School,307,0.75,0.91,0.9,0.95,0.91,0.95,0.401,0.599,0.14,0.189,0.564,0.003,0.003,0.101,0.786,0.615,0.386,0.862,0.821,0.617,0.375,0.114,0.023,0.102,0.068,0,0.064,0.043,0.277,418,401
02M439,"43 W 22nd St, New York, NY 10010",Manhattan Village Academy,High School,461,0.84,0.95,0.9,0.98,0.93,0.95,0.568,0.432,0.102,0.152,0.631,0.004,0.009,0.089,0.967,0.974,0.934,1,0.972,0.941,0.019,0.434,0.123,0.255,0.132,0,0.664,0.639,0.118,556,515
02M449,"317 E 67th St, New York, NY 10065",Vanguard High School,High School,428,0.76,0.9,0.86,0.88,0.85,0.9,0.53,0.47,0.037,0.276,0.577,0.002,0.012,0.061,0.948,0.846,0.849,0.67,0.661,0.547,0.156,0.174,0.046,0.073,0.156,0,0.058,0.068,0.117,411,421
02M459,"317 E 67th St, New York, NY 10065",Manhattan International High School,High School,298,0.82,0.97,0.9,0.97,0.89,0.94,0.456,0.544,0.171,0.195,0.466,0,0.007,0.154,0.788,0.431,0.47,0.685,0.619,0.359,0.284,0.148,0.037,0,0.025,0,0.027,0.205,0.164,414,410
02M475,"345 Chambers St, New York, NY 10282",Stuyvesant High School,High School,3342,0.85,0.83,0.81,0.85,0.86,0.87,0.423,0.577,0.717,0.014,0.038,0.007,0.006,0.183,0.973,0.965,0.942,0.993,0.963,0.945,0.004,0.131,0.384,0.251,0.184,0,0.952,0.929,0.073,774,728
02M489,"100 Trinity Pl, New York, NY 10006",High School of Economics and Finance,High School,737,0.78,0.86,0.87,0.84,0.84,0.87,0.446,0.554,0.225,0.193,0.461,0.011,0.011,0.081,0.856,0.654,0.542,0.914,0.844,0.619,0.242,0.298,0.043,0.068,0.075,0,0.303,0.34,0.046,497,474
02M500,"111 E 33rd St, New York, NY 10016",Unity Center for Urban Technologies,High School,314,0.88,0.94,0.95,0.95,0.87,0.97,0.328,0.672,0.089,0.201,0.627,0.01,0.01,0.051,0.857,0.66,0.613,0.949,No Data,0.429,0.163,0.143,0.02,0.02,0.163,0,0.169,0.263,0.39,446,465
04M495,"230 E 105th St, New York, NY 10029",Park East High School,High School,386,0.78,0.72,0.83,0.73,0.88,0.79,0.497,0.503,0.062,0.264,0.604,0.003,0.013,0.028,0.893,0.711,0.625,1,0.96,0.886,0.16,0.319,0.043,0.149,0.234,0,0.25,0.293,0.185,476,467
02M507,"439 W 49th St, New York, NY 10019",Urban Assembly Gateway School for Technology,High School,456,0.79,0.74,0.85,0.74,0.93,0.86,0.197,0.803,0.035,0.23,0.614,0.013,0.004,0.083,0.943,0.758,0.861,0.981,0.9,0.825,0.236,0.236,0.136,0.136,0.1,0,0.283,0.481,0.019,476,494
02M519,"317 E 67th St, New York, NY 10065",Talent Unlimited High School,High School,523,0.79,0.87,0.84,0.89,0.92,0.93,0.738,0.262,0.036,0.243,0.474,0.002,0.002,0.159,0.772,0.367,0.239,0.982,0.835,0.742,0.125,0.211,0.164,0.133,0.18,0,0.345,0.386,0.245,494,503
02M520,"411 Pearl St, New York, NY 10038",Murry Bergtraum High School for Business Careers,High School,130,0.73,0.89,0.83,0.87,0.86,0.93,0.585,0.415,0.077,0.523,0.331,0.031,0.008,0.015,0.913,0.654,0.768,0.81,0.556,No Data,0.231,0.026,0,0.026,0.154,0,0,0.095,0.762,401,449
02M529,"120 W 46th St, New York, NY 10036",Jacqueline Kennedy Onassis High School,High School,196,0.77,0.9,0.86,0.95,0.88,0.94,0.561,0.439,0.041,0.214,0.679,0.015,0,0.046,0.769,0.5,0.409,0.831,0.815,0.636,0.3,0.167,0.033,0.083,0.125,0,0.092,0.292,0,441,446
02M531,"123 W 43rd St, New York, NY 10036",Repertory Company High School for Theatre Arts,High School,240,0.82,0.9,0.84,0.88,0.92,0.94,0.792,0.208,0.013,0.292,0.413,0,0,0.225,0.91,0.711,0.633,0.965,0.689,No Data,0.228,0.14,0.123,0.07,0.158,0,0.193,0.509,0.193,457,491
02M533,"40 Irving Pl, New York, NY 10003",Union Square Academy for Health Sciences,High School,423,0.78,0.81,0.83,0.78,0.96,0.85,0.7,0.3,0.095,0.182,0.655,0.005,0,0.052,0.848,0.563,0.516,0.867,0.904,0.667,0.316,0.304,0.051,0.089,0.063,0,0.211,0.422,0.178,461,455
02M534,"34 W 14th St, New York, NY 10011",Harvest Collegiate High School,High School,452,0.77,0.92,0.82,0.9,0.88,0.92,0.546,0.454,0.055,0.206,0.542,0.007,0,0.157,0.668,0.158,0.189,0.915,0.75,0.529,0.148,0.13,0.104,0.078,0.191,0,0.271,0.159,0.14,459,476
02M542,"525 W 50th St, New York, NY 10019",Manhattan Bridges High School,High School,514,0.84,0.83,0.87,0.88,0.91,0.88,0.512,0.488,0,0.004,0.99,0,0,0.002,0.774,0.411,0.275,0.951,0.8,0.8,0.48,0.208,0.008,0.032,0.04,0,0.16,0.604,0.056,450,423
02M543,"350 Grand St, New York, NY 10002",New Design High School,High School,511,0.76,0.88,0.9,0.81,0.82,0.92,0.654,0.346,0.053,0.319,0.579,0.002,0.008,0.027,0.83,0.6,0.455,0.87,0.788,0.327,0.327,0.119,0.04,0.01,0.069,0,0.05,0.15,0,413,431
02M545,"350 Grand St, New York, NY 10002",High School for Dual Language and Asian Studies,High School,403,0.76,0.79,0.82,0.83,0.86,0.88,0.578,0.422,0.908,0.012,0.035,0,0.002,0.032,0.967,0.936,0.894,0.99,0.893,0.911,0.04,0.455,0.05,0.139,0.218,0,0.919,0.813,0.535,643,519
02M546,"40 Irving Pl, New York, NY 10003",Academy for Software Engineering,High School,447,0.72,0.9,0.86,0.91,0.91,0.94,0.174,0.826,0.105,0.242,0.532,0.009,0.004,0.085,0.819,0.613,0.383,0.927,0.882,0.785,0.127,0.264,0.073,0.127,0.182,0,0.358,0.358,0.083,498,491
02M551,"Hay Rd, Brooklyn, NY 11231",Urban Assembly New York Harbor School,High School,513,0.74,0.84,0.84,0.86,0.92,0.95,0.326,0.674,0.064,0.172,0.407,0.014,0.002,0.263,0.793,0.433,0.398,0.897,0.784,0.569,0.154,0.081,0.154,0.098,0.171,0,0.286,0.266,0.238,479,509
02M580,"7 Beaver St, New York, NY 10004",Richard R. Green High School of Teaching,High School,287,0.85,0.95,0.92,0.95,0.88,0.98,0.62,0.38,0.056,0.279,0.596,0.007,0.014,0.031,0.777,0.609,0.482,0.884,0.761,0.535,0.185,0.215,0.067,0.148,0.074,0,0.174,0.407,0.093,447,460
02M600,"225 W 24th St, New York, NY 1001",The High School of Fashion Industries,High School,1667,0.77,0.9,0.84,0.92,0.88,0.94,0.887,0.113,0.041,0.296,0.582,0.007,0.002,0.051,0.769,0.346,0.168,0.955,0.763,0.591,0.21,0.219,0.073,0.052,0.198,0,0.174,0.263,0.075,457,472
02M605,"351 W 18th St, New York, NY 10011",Humanities Preparatory Academy,High School,261,0.85,0.97,0.92,0.97,0.93,0.94,0.556,0.444,0.084,0.211,0.582,0.011,0.004,0.08,0.926,0.868,0.833,0.942,0.68,0.714,0.189,0.094,0.113,0.113,0.17,0,0.072,0.225,0.058,425,470
02M615,"131 6th Ave, New York, NY 10013",Chelsea Career and Technical Education High School,High School,458,0.74,0.84,0.84,0.87,0.88,0.91,0.275,0.725,0.124,0.225,0.572,0.011,0.009,0.039,0.741,0.496,0.383,0.889,0.741,0.69,0.245,0.214,0.041,0.041,0.163,0,0.176,0.194,0.083,458,457
02M630,"245 E 56th St, New York, NY 10022",Art and Design High School,High School,1507,0.73,0.84,0.82,0.85,0.91,0.88,0.668,0.332,0.095,0.131,0.472,0.005,0.001,0.216,0.927,0.841,0.81,0.93,0.741,0.669,0.176,0.185,0.073,0.106,0.176,0,0.296,0.48,0.015,488,506
02M655,"320 E 96th St, New York, NY 10128",Life Sciences Secondary School,High School,352,0.82,0.96,0.88,0.97,0.81,0.97,0.472,0.528,0.077,0.241,0.605,0.011,0.006,0.045,0.709,0.418,0.178,0.822,0.808,0.397,0.153,0.122,0.015,0.214,0.122,0,0.081,0.051,0.015,437,446
03M291,"227-243 W 61st St, New York, NY 1002",West End Secondary School,High School,302,0.84,0.86,0.84,0.84,0.94,0.88,0.533,0.467,0.07,0.056,0.222,0,0.003,0.626,0.949,0.902,0.838,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,No Data,0,0
03M299,"122 Amsterdam Ave, New York, NY 10023",The Maxine Greene HS for Imaginative Inquiry,High School,198,0.6,0.65,0.72,0.64,0.86,0.78,0.515,0.485,0.025,0.404,0.5,0,0.005,0.056,0.779,0.574,0.427,0.78,0.558,0.353,0.233,0.068,0.01,0.078,0.068,0,0.076,0.234,0.217,424,436
03M307,"122 Amsterdam Ave, New York, NY 10023","Urban Assembly School for Media Studies, The",High School,372,0.83,0.91,0.9,0.88,0.99,0.95,0.505,0.495,0.019,0.298,0.64,0.008,0,0.019,0.808,0.435,0.324,0.888,0.784,0.571,0.258,0.247,0.011,0.032,0.14,0,0.143,0.25,0.133,457,452
03M402,"145 W 84th St, New York, NY 10024",The Urban Assembly School for Green Careers,High School,302,0.76,0.84,0.88,0.87,0.96,0.91,0.377,0.623,0.033,0.258,0.646,0.007,0,0.05,0.743,0.395,0.335,0.947,0.757,0.548,0.176,0.147,0.074,0.176,0.074,0,0.027,0.053,0.053,425,438
03M403,"145 W 84th St, New York, NY 10024",The Global Learning Collaborative,High School,464,0.7,0.81,0.82,0.92,0.84,0.9,0.483,0.517,0.022,0.185,0.754,0.004,0.002,0.022,0.778,0.21,0.114,0.894,0.667,0.391,0.227,0.113,0.062,0.031,0.103,0,0.124,0.23,0.08,439,449
03M415," 215 W 114th St, New York, NY 10026",Wadleigh Secondary School for the Performing & Vis,High School,282,0.79,0.91,0.86,0.88,0.89,0.85,0.702,0.298,0.004,0.422,0.496,0.021,0.004,0.032,0.957,0.899,0.906,1,0.88,0.588,0.19,0,0.095,0.238,0.214,0,0.022,0.293,0,386,414
03M479,"522 W 44th St, New York, NY 10036",Beacon High School,High School,1509,0.83,0.74,0.78,0.75,0.86,0.82,0.638,0.362,0.112,0.148,0.232,0.009,0.006,0.384,0.938,0.826,0.818,0.984,0.757,0.656,0.006,0.092,0.386,0.135,0.101,0,0.745,0.282,0.425,603,621
03M485,"100 Amsterdam Ave, New York, NY 10023",Fiorello H. LaGuardia High School of Music & Art a,High School,2717,0.75,0.73,0.75,0.57,0.79,0.72,0.743,0.257,0.205,0.089,0.17,0.004,0.003,0.413,0.907,0.714,0.693,0.984,0.785,0.791,0.009,0.115,0.27,0.214,0.179,0,0.79,0.745,0.063,613,609
03M492,"122 Amsterdam Ave, New York, NY 10023","High School for Law, Advocacy and Community Justic",High School,401,No Data,No Data,No Data,0.88,0.87,0.88,0.643,0.357,0.047,0.274,0.599,0.017,0.005,0.035,0.82,0.572,0.458,0.735,0.733,0.578,0.276,0.095,0.057,0.143,0.095,0,0.12,0.163,0.072,441,461
03M494,"122 Amsterdam Ave, New York, NY 10023",High School of Arts and Technology,High School,457,0.74,0.82,0.82,0.86,0.91,0.89,0.37,0.63,0.053,0.254,0.626,0.009,0,0.039,0.842,0.576,0.49,0.828,0.463,0.437,0.179,0.125,0.027,0.027,0.089,0,0.081,0.217,0.101,421,453
03M541,"122 Amsterdam Ave, New York, NY 10023",Manhattan / Hunter Science High School,High School,452,0.8,0.88,0.84,0.91,0.86,0.9,0.602,0.398,0.279,0.157,0.294,0.009,0.004,0.197,0.983,0.985,0.961,0.973,0.955,0.933,0.018,0.414,0.18,0.171,0.162,0,0.882,0.9,0.945,626,585
03M859,"129 W 67th St, New York, NY 10023",Special Music School,High School,179,0.88,0.95,0.92,0.95,0.95,0.93,0.464,0.536,0.067,0.073,0.196,0.017,0,0.525,0.98,0.964,0.969,1,0.8,0.773,0.043,0.064,0.319,0.298,0.064,0,0.578,0.778,0.022,566,585
03M860,"215 W 114th St, New York, NY 10026",Frederick Douglass Academy II Secondary School,High School,246,0.69,0.67,0.8,0.73,0.92,0.85,0.447,0.553,0.004,0.618,0.346,0.012,0.004,0.016,0.864,0.698,0.638,0.921,0.792,0.571,0.233,0.096,0.027,0.055,0.233,0,0.016,0.079,0.048,384,403
04M372," 240 E 109th St, New York, NY 10029",Esperanza Preparatory Academy,High School,298,0.76,0.93,0.81,0.98,0.89,0.92,0.43,0.57,0.007,0.067,0.903,0.003,0.003,0.013,0.799,0.5,0.412,0.877,0.59,0.489,0.326,0.081,0.023,0.047,0.058,0,0.071,0.206,0.106,416,416
04M435,"260 Pleasant Ave, New York, NY 10029",Manhattan Center for Science and Mathematics,High School,1629,0.89,0.99,0.89,0.98,0.84,0.95,0.51,0.49,0.214,0.196,0.483,0.011,0.014,0.072,0.941,0.877,0.836,0.972,0.875,0.784,0.094,0.324,0.097,0.148,0.165,0,0.759,0.558,0.068,605,555
04M555,"1573 Madison Ave, New York, NY 10029",Central Park East High School,High School,520,0.85,0.94,0.91,0.95,0.88,0.95,0.648,0.352,0.192,0.223,0.473,0.008,0.01,0.073,0.953,0.888,0.835,0.992,0.944,0.86,0.07,0.281,0.158,0.175,0.228,0,0.692,0.696,0.4,571,541
04M610,"105 E 106th St, New York, NY 10029",Young Women's Leadership School,High School,329,0.81,0.87,0.85,0.89,0.91,0.92,1,0,0.07,0.222,0.578,0.009,0.006,0.043,0.859,0.412,0,1,0.927,No Data,0.11,0.28,0.146,0.268,0.122,0,0.405,0.576,0.152,493,494
04M680,10029,"Heritage School, The",High School,325,0.78,0.94,0.82,0.98,0.91,0.96,0.502,0.498,0.018,0.292,0.634,0.015,0.006,0.022,0.876,0.811,0.733,0.75,0.759,0.556,0.2,0.031,0.015,0.154,0.246,0,0.103,0.066,0.088,429,434
05M148,"4143 3rd Ave., The Bronx, NY 10457",Eagle Academy for Young Men of Harlem,High School,202,0.66,0.65,0.75,0.72,0.88,0.82,0,1,0.005,0.614,0.322,0.025,0.005,0.015,0.704,No Data,0.2,0.723,No Data,0.522,0.03,0,0.149,0.104,0.239,0,0.085,0.032,0.255,421,429
